token_budget,top_k,candidate_k,memory_count,forgetting_threshold,run_count,query_count,memory_retrieval_accuracy,answer_accuracy,response_correctness,stale_retrieval_rate,relevant_loss_rate,stale_retrieval_case_rate,mean_retrieval_latency_ms,p95_retrieval_latency_ms,mean_selected_token_proxy,mean_token_budget_used_ratio,mean_selected_memory_count,mean_estimated_memory_storage_bytes,max_estimated_memory_storage_bytes,mean_estimated_faiss_index_bytes,max_faiss_index_size,mean_retrieval_rss_peak_bytes,max_retrieval_rss_peak_bytes,rss_available,token_metric
128,5,10,500,0.3,9,3,0.0,0.5,0.5,0.0,1.0,0.0,0.38114444444444445,0.47025999999999996,85.0,0.6640625,5.0,74378.0,74378,64000.0,500,71862499.55555555,72777728,True,deterministic_proxy_not_real_tokenizer
128,5,10,1000,0.3,9,3,0.0,0.5,0.5,0.0,1.0,0.0,0.39365555555555554,0.44336000000000003,85.0,0.6640625,5.0,148743.0,148743,128000.0,1000,74653696.0,75509760,True,deterministic_proxy_not_real_tokenizer
128,5,10,2000,0.3,9,3,0.0,0.5,0.5,0.0,1.0,0.0,0.4527777777777778,0.5357,85.0,0.6640625,5.0,297473.0,297473,256000.0,2000,79885653.33333333,80822272,True,deterministic_proxy_not_real_tokenizer
128,5,20,100,0.3,9,3,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.0,0.6666666666666666,0.0,0.5910666666666667,0.60948,83.66666666666667,0.6536458333333334,5.0,14885.0,14885,12800.0,100,69428565.33333333,69767168,True,deterministic_proxy_not_real_tokenizer
128,5,20,500,0.3,9,3,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.0,0.6666666666666666,0.0,0.6266,0.7313999999999999,83.66666666666667,0.6536458333333334,5.0,74378.0,74378,64000.0,500,71897088.0,72777728,True,deterministic_proxy_not_real_tokenizer
128,5,20,1000,0.3,9,3,0.0,0.5,0.5,0.0,1.0,0.0,0.6674888888888888,0.7746799999999999,85.0,0.6640625,5.0,148743.0,148743,128000.0,1000,74742442.66666667,75509760,True,deterministic_proxy_not_real_tokenizer
128,5,20,2000,0.3,9,3,0.0,0.5,0.5,0.0,1.0,0.0,0.6885888888888889,0.849,85.0,0.6640625,5.0,297473.0,297473,256000.0,2000,79885653.33333333,80822272,True,deterministic_proxy_not_real_tokenizer
256,1,5,100,0.3,9,3,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.0,0.6666666666666666,0.0,0.25622222222222224,0.26608,15.666666666666666,0.061197916666666664,1.0,14885.0,14885,12800.0,100,69257898.66666667,69754880,True,deterministic_proxy_not_real_tokenizer
256,1,5,500,0.3,9,3,0.0,0.5,0.5,0.0,1.0,0.0,0.28757777777777777,0.34865999999999997,17.0,0.06640625,1.0,74378.0,74378,64000.0,500,71771477.33333333,72765440,True,deterministic_proxy_not_real_tokenizer
256,1,5,1000,0.3,9,3,0.0,0.5,0.5,0.0,1.0,0.0,0.3098444444444444,0.38527999999999996,17.0,0.06640625,1.0,148743.0,148743,128000.0,1000,74653696.0,75509760,True,deterministic_proxy_not_real_tokenizer
256,1,5,2000,0.3,9,3,0.0,0.5,0.5,0.0,1.0,0.0,0.36615555555555557,0.47187999999999997,17.0,0.06640625,1.0,297473.0,297473,256000.0,2000,79882922.66666667,80826368,True,deterministic_proxy_not_real_tokenizer
256,1,10,100,0.3,9,3,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.0,0.6666666666666666,0.0,0.33975555555555553,0.35278,15.666666666666666,0.061197916666666664,1.0,14885.0,14885,12800.0,100,69262904.8888889,69754880,True,deterministic_proxy_not_real_tokenizer
