run_id,repeat_index,query_id,token_budget,top_k,candidate_k,memory_count,forgetting_threshold,seed,embedding_backend,embedding_dim,current_time,retrieval_latency_ms,selected_token_proxy,selected_memory_count,retrieved_count_before_budget,candidate_count_before_forgetting,candidate_count_after_forgetting,memory_retrieval_accuracy,answer_accuracy,response_correctness,stale_retrieval_rate,relevant_loss_rate,stale_retrieval_case_rate,token_budget_used_ratio,estimated_memory_storage_bytes,estimated_faiss_index_bytes,faiss_index_size,retrieval_rss_before_bytes,retrieval_rss_peak_bytes,retrieval_rss_delta_bytes,token_metric,selected_memory_ids,local_only,cloud_api_used,llm_called
budget_sweep_20260716,0,q_hobby,128,3,10,100,0.3,42,hash,32,2026-07-10 10:00,0.318,51,3,3,10,10,0.0,0.0,0.0,0.0,1.0,0.0,0.3984375,14885,12800,100,67244032,67244032,0,deterministic_proxy_not_real_tokenizer,"[""478262c489e87c89"", ""f0c1e8ff8613781b"", ""07f22995aded7a22""]",True,False,False
budget_sweep_20260716,0,q_book,256,3,10,100,0.3,42,hash,32,2026-07-10 10:00,0.305,51,3,3,10,10,0.0,1.0,1.0,0.0,1.0,0.0,0.19921875,14885,12800,100,67244032,67244032,0,deterministic_proxy_not_real_tokenizer,"[""39a02bac3fdeec9c"", ""e562af408b212815"", ""855ed8cd0987ec41""]",True,False,False
budget_sweep_20260716,0,q_food,256,3,10,100,0.3,42,hash,32,2026-07-10 10:00,0.3087,47,3,3,10,10,1.0,1.0,1.0,0.0,0.0,0.0,0.18359375,14885,12800,100,67244032,67244032,0,deterministic_proxy_not_real_tokenizer,"[""e0e651503c182443"", ""8bb974bb15c654f6"", ""6a38da3116fe7d91""]",True,False,False
budget_sweep_20260716,0,q_hobby,256,3,10,100,0.3,42,hash,32,2026-07-10 10:00,0.2921,51,3,3,10,10,0.0,0.0,0.0,0.0,1.0,0.0,0.19921875,14885,12800,100,67244032,67244032,0,deterministic_proxy_not_real_tokenizer,"[""478262c489e87c89"", ""f0c1e8ff8613781b"", ""07f22995aded7a22""]",True,False,False
budget_sweep_20260716,0,q_book,512,3,10,100,0.3,42,hash,32,2026-07-10 10:00,0.2851,51,3,3,10,10,0.0,1.0,1.0,0.0,1.0,0.0,0.099609375,14885,12800,100,67244032,67244032,0,deterministic_proxy_not_real_tokenizer,"[""39a02bac3fdeec9c"", ""e562af408b212815"", ""855ed8cd0987ec41""]",True,False,False
budget_sweep_20260716,0,q_food,512,3,10,100,0.3,42,hash,32,2026-07-10 10:00,0.2797,47,3,3,10,10,1.0,1.0,1.0,0.0,0.0,0.0,0.091796875,14885,12800,100,67244032,67244032,0,deterministic_proxy_not_real_tokenizer,"[""e0e651503c182443"", ""8bb974bb15c654f6"", ""6a38da3116fe7d91""]",True,False,False
budget_sweep_20260716,0,q_hobby,512,3,10,100,0.3,42,hash,32,2026-07-10 10:00,0.2774,51,3,3,10,10,0.0,0.0,0.0,0.0,1.0,0.0,0.099609375,14885,12800,100,67244032,67244032,0,deterministic_proxy_not_real_tokenizer,"[""478262c489e87c89"", ""f0c1e8ff8613781b"", ""07f22995aded7a22""]",True,False,False
budget_sweep_20260716,0,q_book,64,3,20,100,0.3,42,hash,32,2026-07-10 10:00,0.4996,51,3,3,20,20,0.0,1.0,1.0,0.0,1.0,0.0,0.796875,14885,12800,100,67244032,67248128,4096,deterministic_proxy_not_real_tokenizer,"[""39a02bac3fdeec9c"", ""e562af408b212815"", ""0603e176f5ed33f9""]",True,False,False
budget_sweep_20260716,0,q_food,64,3,20,100,0.3,42,hash,32,2026-07-10 10:00,0.4468,47,3,3,20,20,1.0,1.0,1.0,0.0,0.0,0.0,0.734375,14885,12800,100,67248128,67248128,0,deterministic_proxy_not_real_tokenizer,"[""e0e651503c182443"", ""8bb974bb15c654f6"", ""6a38da3116fe7d91""]",True,False,False
budget_sweep_20260716,0,q_hobby,64,3,20,100,0.3,42,hash,32,2026-07-10 10:00,0.4947,51,3,3,20,20,0.0,0.0,0.0,0.0,1.0,0.0,0.796875,14885,12800,100,67248128,67248128,0,deterministic_proxy_not_real_tokenizer,"[""478262c489e87c89"", ""f0c1e8ff8613781b"", ""07f22995aded7a22""]",True,False,False
budget_sweep_20260716,0,q_book,128,3,20,100,0.3,42,hash,32,2026-07-10 10:00,0.5359,51,3,3,20,20,0.0,1.0,1.0,0.0,1.0,0.0,0.3984375,14885,12800,100,67248128,67248128,0,deterministic_proxy_not_real_tokenizer,"[""39a02bac3fdeec9c"", ""e562af408b212815"", ""0603e176f5ed33f9""]",True,False,False
budget_sweep_20260716,0,q_food,128,3,20,100,0.3,42,hash,32,2026-07-10 10:00,0.4967,47,3,3,20,20,1.0,1.0,1.0,0.0,0.0,0.0,0.3671875,14885,12800,100,67248128,67248128,0,deterministic_proxy_not_real_tokenizer,"[""e0e651503c182443"", ""8bb974bb15c654f6"", ""6a38da3116fe7d91""]",True,False,False
budget_sweep_20260716,0,q_hobby,128,3,20,100,0.3,42,hash,32,2026-07-10 10:00,0.4621,51,3,3,20,20,0.0,0.0,0.0,0.0,1.0,0.0,0.3984375,14885,12800,100,67248128,67248128,0,deterministic_proxy_not_real_tokenizer,"[""478262c489e87c89"", ""f0c1e8ff8613781b"", ""07f22995aded7a22""]",True,False,False
budget_sweep_20260716,0,q_book,256,3,20,100,0.3,42,hash,32,2026-07-10 10:00,0.446,51,3,3,20,20,0.0,1.0,1.0,0.0,1.0,0.0,0.19921875,14885,12800,100,67248128,67248128,0,deterministic_proxy_not_real_tokenizer,"[""39a02bac3fdeec9c"", ""e562af408b212815"", ""0603e176f5ed33f9""]",True,False,False
budget_sweep_20260716,0,q_food,256,3,20,100,0.3,42,hash,32,2026-07-10 10:00,0.4463,47,3,3,20,20,1.0,1.0,1.0,0.0,0.0,0.0,0.18359375,14885,12800,100,67248128,67248128,0,deterministic_proxy_not_real_tokenizer,"[""e0e651503c182443"", ""8bb974bb15c654f6"", ""6a38da3116fe7d91""]",True,False,False
budget_sweep_20260716,0,q_hobby,256,3,20,100,0.3,42,hash,32,2026-07-10 10:00,0.4481,51,3,3,20,20,0.0,0.0,0.0,0.0,1.0,0.0,0.19921875,14885,12800,100,67248128,67248128,0,deterministic_proxy_not_real_tokenizer,"[""478262c489e87c89"", ""f0c1e8ff8613781b"", ""07f22995aded7a22""]",True,False,False
budget_sweep_20260716,0,q_book,512,3,20,100,0.3,42,hash,32,2026-07-10 10:00,0.4509,51,3,3,20,20,0.0,1.0,1.0,0.0,1.0,0.0,0.099609375,14885,12800,100,67252224,67252224,0,deterministic_proxy_not_real_tokenizer,"[""39a02bac3fdeec9c"", ""e562af408b212815"", ""0603e176f5ed33f9""]",True,False,False
budget_sweep_20260716,0,q_food,512,3,20,100,0.3,42,hash,32,2026-07-10 10:00,0.4489,47,3,3,20,20,1.0,1.0,1.0,0.0,0.0,0.0,0.091796875,14885,12800,100,67252224,67252224,0,deterministic_proxy_not_real_tokenizer,"[""e0e651503c182443"", ""8bb974bb15c654f6"", ""6a38da3116fe7d91""]",True,False,False
budget_sweep_20260716,0,q_hobby,512,3,20,100,0.3,42,hash,32,2026-07-10 10:00,0.4863,51,3,3,20,20,0.0,0.0,0.0,0.0,1.0,0.0,0.099609375,14885,12800,100,67252224,67252224,0,deterministic_proxy_not_real_tokenizer,"[""478262c489e87c89"", ""f0c1e8ff8613781b"", ""07f22995aded7a22""]",True,False,False
budget_sweep_20260716,0,q_book,64,5,5,100,0.3,42,hash,32,2026-07-10 10:00,0.4459,51,3,5,5,5,0.0,1.0,1.0,0.0,1.0,0.0,0.796875,14885,12800,100,67252224,67252224,0,deterministic_proxy_not_real_tokenizer,"[""39a02bac3fdeec9c"", ""e562af408b212815"", ""8729f9b129bb28b4""]",True,False,False
budget_sweep_20260716,0,q_food,64,5,5,100,0.3,42,hash,32,2026-07-10 10:00,0.2528,64,4,5,5,5,1.0,1.0,1.0,0.0,0.0,0.0,1.0,14885,12800,100,67252224,67252224,0,deterministic_proxy_not_real_tokenizer,"[""e0e651503c182443"", ""8bb974bb15c654f6"", ""6a38da3116fe7d91"", ""c1059844d232412b""]",True,False,False
budget_sweep_20260716,0,q_hobby,64,5,5,100,0.3,42,hash,32,2026-07-10 10:00,0.2806,51,3,5,5,5,0.0,0.0,0.0,0.0,1.0,0.0,0.796875,14885,12800,100,67252224,67252224,0,deterministic_proxy_not_real_tokenizer,"[""478262c489e87c89"", ""f0c1e8ff8613781b"", ""07f22995aded7a22""]",True,False,False
